-2.3540187612525187e-05,2.698303978831973e-05,-1.1139736670884304e-05,6.582892820006236e-05
-2.8475822546170093e-05,2.922103158198297e-05,-7.558454854006413e-06,6.614826270379126e-05
-3.052683314308524e-05,3.506709253997542e-05,-7.610232387378346e-06,6.48277928121388e-05
-2.4890108761610463e-05,3.954319981858134e-05,-9.804237379285041e-06,6.440019205911085e-05
-1.8229713532491587e-05,4.3165557144675404e-05,-1.168723883893108e-05,6.654841126874089e-05
-1.6705917005310766e-05,4.4658092519966885e-05,-1.06617817436927e-05,6.672216841252521e-05
-1.8009563063969836e-05,4.577914660330862e-05,-1.1376037036825437e-05,6.624330126214772e-05
-2.143338497262448e-05,4.390078902360983e-05,-1.3477752872859128e-05,6.807968020439148e-05
-2.3649978174944408e-05,3.586701859603636e-05,-1.3941190445621032e-05,6.897321145515889e-05
-2.2947046090848744e-05,2.6671857995097525e-05,-1.2854646229243372e-05,6.718296936014667e-05
-2.1001202185289003e-05,2.600036714284215e-05,-1.2061433153576218e-05,6.349818431772292e-05
-1.9698243704624474e-05,3.08573835354764e-05,-1.1223417459405027e-05,5.984805466141552e-05
-1.9932938812416978e-05,3.2494946935912594e-05,-9.992735613195691e-06,5.8043719036504626e-05
-2.108627450070344e-05,3.0491044526570477e-05,-1.0902953363256529e-05,5.874864291399717e-05
-2.1337900761864148e-05,2.8248901799088344e-05,-1.1839095350296702e-05,6.130195106379688e-05
-2.0406765543157235e-05,2.759671042440459e-05,-1.0995257980539463e-05,6.566415686393157e-05
-2.0392513761180453e-05,2.7602956834016368e-05,-9.4460974651156e-06,6.867564661661163e-05
-1.96105356735643e-05,2.8605798434000462e-05,-9.17414672585437e-06,6.836942338850349e-05
-1.9312043150421232e-05,3.0434692234848626e-05,-8.714567229617387e-06,6.583912181667984e-05
-2.1073443349450827e-05,3.257049320382066e-05,-9.944972589437384e-06,6.476627459051087e-05
-2.0995004888391122e-05,3.0639672331744805e-05,-1.2980888641322963e-05,6.297749496297911e-05
-1.9240133042330854e-05,2.5338165869470686e-05,-1.360765327262925e-05,6.156966264825314e-05
-2.1858788386452943e-05,1.7233927792403847e-05,-1.0461359124747105e-05,6.0998059780104086e-05
-2.819129076669924e-05,1.464055912947515e-05,-9.45662395679392e-06,5.912958295084536e-05
-2.938786565209739e-05,1.3554721590480767e-05,-1.217680073750671e-05,5.8208137488691136e-05
-2.6095744033227675e-05,6.066291462047957e-06,-1.3866443623555824e-05,6.0930375184398144e-05
-2.2488049580715597e-05,7.2627135523362085e-06,-1.2380086445773486e-05,6.602980283787474e-05
