-4.1209095797967166e-05,3.620310599217191e-05,-2.4876870156731457e-05,2.0616143956431188e-05
-5.2832649089396e-05,2.870196294679772e-05,-2.4749739168328233e-05,1.614694883755874e-05
-6.029597716405988e-05,2.4238597688963637e-05,-2.4709510398679413e-05,1.375943702441873e-05
-6.0691516409860924e-05,2.0472869437071495e-05,-2.3288148440769874e-05,1.4088700481806882e-05
-6.179507909109816e-05,1.4451673450821545e-05,-2.0556908566504717e-05,1.534659713797737e-05
-6.193875015014783e-05,1.47491336974781e-05,-1.8120650565833785e-05,1.561553835927043e-05
-5.900359610677697e-05,2.374551331740804e-05,-2.0640294678742066e-05,1.607012927706819e-05
-5.479405808728188e-05,3.696127168950625e-05,-2.144007339666132e-05,1.6721911379136145e-05
-5.3697342082159594e-05,4.7653287765569985e-05,-2.0730858523165807e-05,1.9212355255149305e-05
-5.414754923549481e-05,4.7263205487979576e-05,-1.7536949599161744e-05,2.2102658476796933e-05
-4.9262973334407434e-05,4.0084985812427476e-05,-1.5195194464467932e-05,2.5518102120258845e-05
-4.058901686221361e-05,3.829401975963265e-05,-1.5455379980267026e-05,3.103604103671387e-05
-3.544548599165864e-05,4.158209776505828e-05,-1.7726495570968837e-05,3.4399541618768126e-05
-3.517471850500442e-05,4.1357514419360086e-05,-2.1850997654837556e-05,3.3097530831582844e-05
-3.604889934649691e-05,3.579237818485126e-05,-2.619145016069524e-05,3.0396606234717183e-05
-3.523637496982701e-05,2.86407012026757e-05,-2.537171167205088e-05,3.102345363004133e-05
-3.3872864150907844e-05,2.262233101646416e-05,-2.1015182937844656e-05,3.445423863013275e-05
-3.660208676592447e-05,1.9246708689024672e-05,-2.064622094621882e-05,3.438899148022756e-05
-4.34065077570267e-05,1.899731250887271e-05,-2.0564801161526702e-05,2.942873106803745e-05
-4.7310877562267706e-05,2.125474566128105e-05,-1.8760683815344237e-05,2.5010191166074947e-05
-4.5076783862896264e-05,2.4269756977446377e-05,-1.6973041056189686e-05,2.3324839276028797e-05
-4.222515053697862e-05,2.594733814476058e-05,-1.6638288798276335e-05,2.2219255697564222e-05
-4.330161027610302e-05,2.400832818238996e-05,-1.7744952856446616e-05,2.293636316608172e-05
-4.518844798440114e-05,2.341685103601776e-05,-2.216443681390956e-05,2.492127168807201e-05
-4.149812230025418e-05,2.6723635528469458e-05,-2.690622022782918e-05,2.3027931092656218e-05
-3.958044544560835e-05,3.105627547483891e-05,-2.735662565100938e-05,1.968744254554622e-05
-4.524690666585229e-05,3.790666232816875e-05,-2.5799932700465433e-05,1.8976739738718607e-05
-5.1464896387187764e-05,4.5519849663833156e-05,-2.8762899091816507e-05,1.897744914458599e-05
-5.416802741819993e-05,4.473045555641875e-05,-3.068653677473776e-05,2.0589350242516957e-05
-5.600886288448237e-05,3.730116077349521e-05,-2.8258726160856895e-05,2.2858304873807356e-05
-6.173084693728015e-05,2.7504825993673876e-05,-2.440315620333422e-05,2.1924299289821647e-05
-6.252193270483986e-05,2.0274459529900923e-05,-2.5172406822093762e-05,2.0362593204481527e-05
-5.879476884729229e-05,1.8677223124541342e-05,-3.1789339118404314e-05,1.6602656614850275e-05
-5.252166374702938e-05,1.680732748354785e-05,-3.2614119845675305e-05,1.2342267837084364e-05
-4.235814412822947e-05,2.0327164747868665e-05,-2.8666727303061634e-05,1.0342959285480902e-05
-3.4324715670663863e-05,2.642505569383502e-05,-2.674752613529563e-05,1.0893487342400476e-05
-3.026087324542459e-05,2.547170879552141e-05,-2.460786527080927e-05,1.1664970770652872e-05
-2.6133120627491735e-05,1.9742634322028607e-05,-2.033958116953727e-05,1.0974645192618482e-05
-2.2165384507388808e-05,2.0335157387307845e-05,-1.6568154023843817e-05,1.0940820175164845e-05
-2.299477819178719e-05,2.871895776479505e-05,-1.5727999198134057e-05,1.5383749996544793e-05
-2.7306787160341628e-05,3.745180947589688e-05,-1.6465750377392396e-05,2.358649180678185e-05
-3.2785294024506584e-05,4.206403536954895e-05,-1.5055867152113933e-05,2.7401540137361735e-05
-3.7217072531348094e-05,4.105994958081283e-05,-1.264200091100065e-05,2.4476768885506317e-05
-3.960870890296064e-05,3.6412831832421944e-05,-1.1499862921482418e-05,1.955894913407974e-05
-4.291378354537301e-05,3.2956664654193446e-05,-1.1539227671164554e-05,1.6804082406451926e-05
-5.2695981139549986e-05,3.698239743243903e-05,-1.3000114449823741e-05,1.6411506294389255e-05
-6.15759490756318e-05,4.2882402340183035e-05,-1.5907473425613716e-05,1.913713276735507e-05
-6.392849172698334e-05,4.233187064528465e-05,-1.9954999515903182e-05,2.2434969650930725e-05
-6.408807530533522e-05,3.676735650515184e-05,-2.285863047291059e-05,2.239686727989465e-05
-6.210681021912023e-05,3.576718154363334e-05,-2.3430889996234328e-05,1.8543269106885418e-05
-5.750763739342801e-05,4.5239172322908416e-05,-2.4805753128021024e-05,1.733914359647315e-05
-5.548584886128083e-05,5.850883826497011e-05,-2.623471118567977e-05,1.9786046323133633e-05
-5.7212007959606126e-05,6.358836981235072e-05,-2.9193097361712717e-05,2.163691897294484e-05
-5.694415085599758e-05,5.6461081840097904e-05,-3.1395702535519376e-05,2.4162460249499418e-05
-5.196114580030553e-05,4.472039290703833e-05,-2.8203759939060546e-05,2.6519217499298975e-05
-4.863981666858308e-05,3.863736128550954e-05,-2.48039959842572e-05,2.4312717869179323e-05
-4.960074875270948e-05,3.4182350646005943e-05,-2.2252539565670304e-05,1.8473034288035706e-05
-4.687549517257139e-05,2.4884942831704393e-05,-2.471061270625796e-05,1.55335474119056e-05
-4.417742457007989e-05,1.5137939954001922e-05,-3.0039223929634318e-05,1.7537282474222593e-05
-4.456913302419707e-05,1.2314814739511348e-05,-3.226846820325591e-05,1.9176362911821343e-05
-4.794324195245281e-05,1.37524448291515e-05,-3.104833376710303e-05,2.1253968952805735e-05
-5.408590004662983e-05,1.274710211873753e-05,-2.7643147404887713e-05,2.488664904376492e-05
-5.549694105866365e-05,9.213414159603417e-06,-2.9177943360991776e-05,2.6446523406775668e-05
-5.2290801249910146e-05,5.111424343340332e-06,-3.465460758889094e-05,2.591539487184491e-05
-4.9368572945240885e-05,7.324851139856037e-06,-3.66681742889341e-05,2.4595414288342e-05
-5.057110683992505e-05,1.8719048966886476e-05,-3.2866577384993434e-05,2.4322465833392926e-05
-5.495826553669758e-05,3.1725892768008634e-05,-3.0444305593846366e-05,2.5665714929345995e-05
-5.668311132467352e-05,3.945709249819629e-05,-3.2113621273310855e-05,2.5915742298820987e-05
-5.459476597025059e-05,4.2023308196803555e-05,-3.650125290732831e-05,2.4772400138317607e-05
-5.311614950187504e-05,3.742814078577794e-05,-3.8461566873593256e-05,2.367274100834038e-05
-5.320040509104729e-05,2.930047230620403e-05,-3.5237946576671675e-05,2.3898775907582603e-05
-5.311844506650232e-05,2.929801121354103e-05,-2.9784599973936565e-05,2.689902248675935e-05
-5.0600527174538e-05,3.710184682859108e-05,-2.6168523618252948e-05,2.9279679438332096e-05
