0.000000000000000000e+00,-0.000000000000000000e+00
2.946278254943947641e-02,-2.946278254943947641e-02
5.892556509887895283e-02,-5.892556509887895283e-02
8.838834764831843271e-02,-8.838834764831843271e-02
1.178511301977579057e-01,-1.178511301977579057e-01
1.473139127471973786e-01,-1.473139127471973786e-01
1.767766952966368654e-01,-1.767766952966368654e-01
2.062394778460763245e-01,-2.062394778460763245e-01
2.357022603955158113e-01,-2.357022603955158113e-01
2.651650429449552981e-01,-2.651650429449552981e-01
2.946278254943947572e-01,-2.946278254943947572e-01
3.240906080438342163e-01,-3.240906080438342163e-01
3.535533905932737309e-01,-3.535533905932737309e-01
3.830161731427131899e-01,-3.830161731427131899e-01
4.124789556921526490e-01,-4.124789556921526490e-01
4.419417382415921636e-01,-4.419417382415921636e-01
4.714045207910316226e-01,-4.714045207910316226e-01
5.008673033404710262e-01,-5.008673033404710262e-01
5.303300858899105963e-01,-5.303300858899105963e-01
5.597928684393500554e-01,-5.597928684393500554e-01
5.892556509887895144e-01,-5.892556509887895144e-01
6.187184335382289735e-01,-6.187184335382289735e-01
6.481812160876684326e-01,-6.481812160876684326e-01
6.776439986371078916e-01,-6.776439986371078916e-01
7.071067811865474617e-01,-7.071067811865474617e-01
7.071067811865474617e-01,-7.071067811865474617e-01
7.071067811865474617e-01,-7.071067811865474617e-01
7.071067811865474617e-01,-7.071067811865474617e-01
7.071067811865474617e-01,-7.071067811865474617e-01
7.071067811865474617e-01,-7.071067811865474617e-01
7.071067811865474617e-01,-7.071067811865474617e-01
7.071067811865474617e-01,-7.071067811865474617e-01
7.071067811865474617e-01,-7.071067811865474617e-01
7.071067811865474617e-01,-7.071067811865474617e-01
7.071067811865474617e-01,-7.071067811865474617e-01
7.071067811865474617e-01,-7.071067811865474617e-01
7.071067811865474617e-01,-7.071067811865474617e-01
7.071067811865474617e-01,-7.071067811865474617e-01
7.071067811865474617e-01,-7.071067811865474617e-01
7.071067811865474617e-01,-7.071067811865474617e-01
7.071067811865474617e-01,-7.071067811865474617e-01
7.071067811865474617e-01,-7.071067811865474617e-01
7.071067811865474617e-01,-7.071067811865474617e-01
7.071067811865474617e-01,-7.071067811865474617e-01
7.071067811865474617e-01,-7.071067811865474617e-01
7.071067811865474617e-01,-7.071067811865474617e-01
7.071067811865474617e-01,-7.071067811865474617e-01
7.071067811865474617e-01,-7.071067811865474617e-01
7.071067811865474617e-01,-7.071067811865474617e-01
7.071067811865474617e-01,-7.071067811865474617e-01
7.071067811865474617e-01,-7.071067811865474617e-01
7.071067811865474617e-01,-7.071067811865474617e-01
7.071067811865474617e-01,-7.071067811865474617e-01
7.071067811865474617e-01,-7.071067811865474617e-01
7.071067811865474617e-01,-7.071067811865474617e-01
7.071067811865474617e-01,-7.071067811865474617e-01
7.071067811865474617e-01,-7.071067811865474617e-01
7.071067811865474617e-01,-7.071067811865474617e-01
7.071067811865474617e-01,-7.071067811865474617e-01
7.071067811865474617e-01,-7.071067811865474617e-01
7.071067811865474617e-01,-7.071067811865474617e-01
7.071067811865474617e-01,-7.071067811865474617e-01
7.071067811865474617e-01,-7.071067811865474617e-01
7.071067811865474617e-01,-7.071067811865474617e-01
7.071067811865474617e-01,-7.071067811865474617e-01
7.071067811865474617e-01,-7.071067811865474617e-01
7.071067811865474617e-01,-7.071067811865474617e-01
7.071067811865474617e-01,-7.071067811865474617e-01
7.071067811865474617e-01,-7.071067811865474617e-01
7.071067811865474617e-01,-7.071067811865474617e-01
7.071067811865474617e-01,-7.071067811865474617e-01
7.071067811865474617e-01,-7.071067811865474617e-01
